# Language File – BACKEND
# RUSSIAN
# ----- layout -----
"Site Console";"Консоль сайта"
"The site console enables you to interact directly with the CMS core.";"Эта консоль сайта позвоняет вам напрямую взаимодействовать с ядром системы."
"It is for experienced administrators only.";"Это только для опытных администраторов."
"Open console";"Открыть консоль"
"Digitalus Console";"Настройки сайта"
"Site Settings";"Настройки сайта"
"General settings";"Общие настройки"
"Site name";"Имя сайта"
"Status:";"Статус:"
"Site is online";"Сайт онлайн"
"Managing Content";"Управление содержимым"
"Menu links";"Ссылки меню"
"Automatically add menu links";"Автоматически добавлять ссылки в меню"
"Internationalization";"Интернационализация"
"Default locale";"Локализация по умолчанию"
"Default language";"Язык по умолчанию"
"Default charset";"Кодировка по умолчанию"
"Date format";"Формат даты"
"Currency format";"Формат валюты"
"Mail Settings";"Настройки почты"
"Default email address";"E-mail по умолчанию"
"Default sender";"Отправитель по умолчанию"
"Transport";"Транспорт"
"Use SMTP transport";"Использовать SMTP"
"SMTP host";"SMTP хост"
"SMTP username";"Имя пользователя для SMTP"
"SMTP password";"Пароль для SMTP"
"Google Integration";"Интеграция с Google"
"Tracking code";"Код отслеживания (Tracking code)"
"Verification code";"Код подтверждения (Verification code)"
"Options";"Опции"
"General settings";"Общие настройки"
"Content settings";"Настройки содержимого"
"Internationalization";"Интернационализация"
"Mail settings";"Настройки почты"
"Google integration";"Интеграция с Google"
"Update General Site Settings";"Обновить общие настройки сайта"
"Update Content Settings";"Обновить настройки содержимого"
"Update Internationalization Settings";"Обновить настройки интернационализации"
"Update Mail Settings";"Обновить настройки почты"
"Update Google Settings";"Обновить настройки Google"
"System Console";"Системная консоль"
"About the Console";"О консоли"
"Info";"Информация"
"Run";"Запустить"
"The console...";"Консоль ..."
"Update User";"Обновить пользователя"
"Create User";"Создать пользователя"
"Options";"Опции"
"User";"Пользователь"
"First Name";"Имя"
"Last Name";"Фамилия"
"Email Address";"E-mail адрес"
"Admin Role";"Роль администратора"
"Create User";"Создать пользователя"
"Options";"Опции"
"General";"Общие"
"Credentials";"Пароль"
"Permissions";"Настройки доступа"
"Copy User";"Копировать пользователя"
"If you have another user who already has the same permissions as this user you can copy that user's role.";"Если у вас есть другой пользователь с такими же настройками доступа как и у этого пользователя, вы можете скопировать роль этого пользователя"
"Select a User";"Выбрать пользователя"
"Copy Users Permissions";"Скопировать настройки доступа пользователя"
"Admin Access Log";"Журнал доступа администраторов"
"More Reports";"Больше отчетов"
"Date";"Дата"
"User";"Пользователь"
"Page";"Страница"
"Report: Site traffic";"Отчет: трафик сайта"
"Traffic Report";"Отчет о трафике"
"Weekly Summary";"Отчет за неделю"
"Day";"День"
"Traffic History";"История трафика"
"Week";"Неделя"
"Hits";"Хиты"
"More Reports";"Больше отчетов"
"Traffic Report";"Отчет о трафике"
"Create a Page";"Создать страницу"
"Create Page";"Создать страницу"
"My Pages";"Мои страницы"
"Webseite";"Вебсайт"
"Note: The filenames are displayed as: (menu label/page title)";"Примечание: все имена файлов показываются как: (надпись в меню/название страницы)"
"The following pages are the pages that you have recently created.";"Следующие страницы – те, которые вы недавно создали."
"Create New Page";"Создать новую страницу"
"To create a new page enter the title and select the section below.";"Чтобы создать новую страницу – введите заголовок и выберите секцию ниже."
"Enter the title";"Ввести название"
"To create a new page...";"Чтобы создать новую страницу..."
"Step 1: Select the parent section";"Шаг 1: Выберите родительскую секцию"
"Parent Page";"Родительская страница"
"Site Root";"Корень сайта"
"Next >>";"Дальше >>"
"Select a type";"Выберите тип"
"Step 3: Enter the name for your page";"Шаг3: Введите имя вашей страницы"
"Page Name";"Имя страницы"
"Page Name:";"Имя страницы:"
"Create Page";"Создать страницу"
"Update Page";"Обновить страницу"
"Page Options";"Опции страницы"
"Page Versions";"Версии страницы"
"Edit Content";"Редактировать содержимое"
"Teaser:";"Короткое описание"
"Edit Meta Data";"Редактировать мета-данные"
"Page Head and Meta Data";"Заголовок страницы и мета-данные"
"Filename:";"Имя файла:"
"Properties";"Свойства"
"Edit Page Properties";"Редактировать свойства страницы"
"Property";"Свойство"
"Value";"Значение"
"Add a new property";"Добавить новое свойство"
"Remove";"Удалить"
"Update properties";"Обновить свойства"
"Home Page";"Главная"
"404 Page";"Ошибка 404"
"Design";"Дизайн"
"Page Design";"Страница дизайна"
"Current design";"Текущий дизайн"
"The design is not yet set for this page.";"Дизайн для этой страницы еще не установлен"
"Default";"Значение по умолчанию"
"This is the standard page.";"Это стандартная страница"
"Open design";"Открыть дизайн"
"Other designs";"Другие дизайны"
"Make current";"Сделать текущей"
"Move Page";"Переместить страницу"
"Click the new parent page for this page to move it.";"Кликнуть но новой родительской странице для этой страницы чтобы перенести ее"
"Current Version";"Текущая версия"
"Available Versions";"Доступные версии"
"Open Page";"Открыть страницу"
"Delete Page";"Удалить страницу"
"Edit Options";"Настройки редактирования"
"Page Details";"Детали страницы"
"Search and Meta Tags";"Поиск и мета-теги"
"Main Content";"Основное содержимое"
"Intro Content";"Внутреннее содержимое"
"Additional Content";"Дополнительное содержимое"
"Image";"Картинка"
"Advanced Options";"Расширенные опции"
"Page Title";"Название страницы"
"Page URL";"URL страницы"
"Note that you can optionally add a page headline.  If you do not the CMS will use your page title as the headline.";"Заметьте что вы можете опционально добавить заголовок страницы. В ином случае CMS в качестве заголовка использует название"
"Headline (optional)";"Заголовок (опционально)"
"Intro Text";"Внутренний текст"
"Additional Content";"Дополнительное содержимое"
"Attached Image";"Прикрепленная картинка"
"Current Image";"Текущая картинка"
"Remove Image";"Удалить картинку"
"Select an Image";"Выбрать картинку"
"Open";"Открыть"
"Open Menu";"Открыть меню"
"Navigation";"Навигация"
"Update Menu";"Обновить меню"
"Navigation Options";"Опции навигации"
"Main Menu";"Главное меню"
"click to toggle visibility";"кликните чтоб переключить видимость"
"Save Changes";"Сохранить"
"Media";"Медиа"
"Media Options";"Опции медиа"
"Media Root";"Корень медиа"
"Media Manager";"Менеджер медиа"
"Create New Folder";"Создать новую папку"
"Folder Name";"Имя папки"
"Create Folder";"Создать папку"
"Open Folder";"Открыть папку"
"Current Folder";"Текущая папка"
"Current folder contents";"Содержимое текущей папки"
"Subfolders";"Подпапки"
"Full path";"Полный путь"
"Files";"Файлы"
"Browse Folder";"Браузер файлов"
"Upload Media";"Загрузить медиа"
"Upload Files";"Загрузить файлы"
"Select the files to upload";"Выберите файлы для загрузки"
"Create Subfolder";"Создать подпапку"
"Rename folder";"Переименовать папку"
"Rename Folder";"Переименовать папку"
"New Name";"Новое имя"
"You do not have any media files on the server";"У вас нет никаких медиа на сервере"
"Design";"Дизайн"
"Current Designs";"Текущие дизайны"
"Create a new design";"Создать новый дизайн"
"Design details";"Детали дизайна"
"Design Name";"Название дизайна"
"Design Notes";"Заметки дизайна"
"Create Design";"Создать дизайн"
"Assets";"Активы"
"Step 1: Select Layout";"Шаг 1: Выберите layout"
"Select One";"Выберите один"
"Step 2: Select Style Sheets";"Шаг 2: Выберите таблицы стилей"
"Step 3: Design specific styles";"Шаг 3: Специфические стили дизайна"
"Update Design";"Обновить дизайн"
"Design Options";"Опции дизайна"
"These are the pages that use this design:";"Есть страницы которые используют этот дизайн:"
"My Modules";"Мои модули:"
"CMS Modules";"Модули CMS"
"Digitalus CMS uses a system of modules to add custom functionality to your site.";"Digitalus CMS использует систему модулей для добавления кастомизированной функциональности для вашего сайта."
"Module Browser";"Браузер модулей"
"Sign up for newsletter";"Подписаться на рассылку"
"Headline";"Заголовок (опционально)"
"Content Above";"Содержимое выше"
"Select a module";"Выбрать модуль"
"Select a module page";"Выбрать страницу модуля"
"Enter the recipients email";"Ввести e-mail получателя"
"Content below";"Содержимое ниже"
"language";"Язык"
"You are reading this page in";"Вы читаете эту страницу в"
"This page is also translated into";"Эта страница также переведена на"
